userName,content,score,Year,Month,Day
cah indramayu,"Cukup bagus,cuma sayang sekarang ada mark di sudut kiri bawah,hingga kurang nyaman dilihat hasil foto/scan nya hingga menghalangi tulisan di sana",4,2020,10,19
Dedi Yuneldi,"Sangat membantu di era digitalisasi dokumen. Pengalaman 10 tahun yang lalu masih pake scanner manual 😄. Hari ini, semuanya sangat dimudahkan. Terima kasih CamScanner.",5,2020,10,18
Ester Judika,"Aplikasii nya cocok buat pelajar di zaman sekarang,cepat buat pdf nya jadi ngirim tugas juga bisa sesuai deadline dan rapi👌👌👍",5,2020,10,14
Muhammad Susanto,"Saya kecewa, setelah di update malah ga bs konvert dg lokal teks, pdhl itu yg membuat mudah supaya td payah ketik dokumen lg",3,2020,10,12
Hilmy Zaini,"Scanner terbaik dan tercanggih, tapi tolong tambahkan FITUR DARK MODE agar nyaman dilihat saat malam hari. Dan juga RANA SIDIK JARI (mengambil gambar dengan sidik jari) untuk perangkat yang mendukung sidik jari, agar saat memindai beberapa dokumen bisa lebih cepat karena tidak perlu menekan tombol kamera yang berada dibawah.",4,2020,10,11
Thophin Toska,"Udh coba aplikasi sebelah..(1 aplikasi) dan bandingin dengan camscanner, lebih baik aplikasi ini sih..fitur lebih lengkap, lebih jernih . Klo kalian mau berbayar akan lebih baik lagi.. Oh ya aku lebih suka waktu mau ngumpulin tugas ke google classroom, setelah foto dan ubah jadi PDF tinggal ubah nama diaplikasi itu, terus tinggal klik share classroom..udh deh langsung terkumpul tugasnya..",5,2020,10,1
vanio aqila,Mengapa sejak di update malah sering heng.. ngadat.. berhenti dan tidak bisa d operasionalkan lagi.. harus d buka dari awal.. baru 2 di yg di scan. Mohon di perbaiki..,5,2020,9,25
Tyaa Satya,"Suka sih sama aplikasinya. Gambarnya jernih. Tapi kelemahan nya ga bisa cepet kadang nge proses gambarnya. Kalo di pake buat nge foto tugas yg wektunya mepet, ga bisa :""(",4,2020,9,24
Rahayu Eka Safitri,Aplikasi ini sangat membantu saya dalam proses pengumpuln data file dan lain sebaginya . Saya tidak perlu repot lagi untuk bolak balik untuk scend data. Lebih effisen waktu saat menggunakan aplikasi ini. Budget pun ter minimalisir. Saya sngat suka dan jangan lupa donwload appnya!!! Wajibbb,5,2020,9,23
melgi shandy,"Kok aplikasinya makin lelet sih? Awal2 nya sangat membantu sekali dan sangat mudah di gunakan. Tapi sekarang lelet bgt, bikin lama.",1,2020,9,23
Ikbal Dwi Anugrah,"Saya sangat suka aplikasi ini, sangat membantu untuk scan tugas-tugas, tapi saya mengalami kendala saat menyimpan dokumen, tapi setelah saya update aplikasi ke versi terbaru masalah tersebut dapat diselesaikan. Bagi teman2 yg mengalami hal serupa coba di update aplikasinya ke versi terbaru.",5,2020,9,22
Falahul Khansa Pinasthi,"Mengapa saya tidak bisa mengubah warna foto setelah impor (termasuk filter gratis).. setelah saya tekan tombol centang di pojok kanan bawah, tidak ada reaksi sama sekali. Setelah kejadian itu, saya coba impor foto lagi, saya putar fotonya (menyesuaikan kebutuhan saya), kemudian saya klik di warna asli... Tetapi tetap, tanda centang tidak berpengaruh.. Saya sudah coba berulang-ulang juga, mohon maaf sebelumnya dan terimakasih.",4,2020,9,22
Fhilmal Siana,"Aplikasi bagus, sangat membantu untuk menscane tugas para pelajar dan mahasiswa, tapi sampai kesini lama-lama trouble, makin lambat kerja sistemnya. Mohon diperbaiki lagi supaya tidak ada kendala kedepannya🙏",4,2020,9,21
Rizma Amelia,Ngebantu bgt saat scan tugas. Pemakaian mudah sampai sekarang belum ada kendala pemakaian yg berarti. Overall bagus bgt buat scan tugas,5,2020,9,21
Gerhana Bulan,"Mau scan jadi gampang banget... walaupun nggak lagi deket printer, tinggal klik aja jadi data/berkas yg ke foto bisa jelas dan tajam klo di zoom.",5,2020,9,21
Rosa Faresta,"Dulu dipakai enak sekali tidak ada hambatan, setelah di update susah sekali mau simpan data harus pencet berkali2 tanda silang, mohon diperbaiki ya klo sudah tidak semacet ini saya kasih bintang 5 lagi",1,2020,9,20
Ridho Ilahi,"Makin kesini nya makin lelet, proses gambar lama banget!! Mana kerjaan numpuk,buat scan 1 lembar aja 1 menit, payyahhh,",1,2020,9,18
Anas Alif videya,Sebenernya bagus tapi Kok aplikasinya jd agak jelek ya masa iya udah scan gak bisa di simpan si. Tanda centangnya gak merespons. Klo klik kembali gambar ke buang gimana dong. Saya kasih bintang 1 aja ya sampe bisa di gunakan kaya dulu lg,1,2020,9,18
Muhammad Miftahul Huda,"Setelah Upgrade Versi terbaru malah tambah LEMOT. Mohon dibantu di turunkan Versi yang sebelumnya. Karena Lebih Fast sebelumnya, kalau skrg LUAMA Banget Buat Mroses Foto dan Scan. KECEWA dengan Versi yang Baru",1,2020,9,18
Yinda Shevia,"Cukup kecewa, apa karena update terbaru ya? Pas dibagian akhir tidak bisa klik centang:) jadi dokumennya tidak bisa di simpan di galeri. Mohon perbaikannya 🙂",1,2020,9,18
Yusuf Hidayat,"Ok sih, tapi update terbaru, setelah melakukan scan harus pencet tanda centang berkali-kali baru bisa tersimpan, mohon pencerahannya.",3,2020,9,18
Dhani Perkasa,"Cam scanner di update tapi kok malah gak bisa ya, jadi sulit, kecewa bgt harus ganti aplikasi padahal dah pake cam scanner lama tapi kok jadi gini, teman saya juga mengeluh gara"" kaya gini, mohon diperhatikan pihak cam scanner",1,2020,9,18
Darma Iftikar,Sangat membantu mengurangi oprasional yang dulu harus scan pakai mesin scanner skrg cukup lewat HP. Simple & easy.,4,2020,9,17
Fitri Komaria,Awal pemakaian sangat bagus Tapi kenapa setelah ada pembaruan malah tidak bisa di simpan hasil scan an nya mohon diperbaiki lagi,3,2020,9,17
Hizkia Kristandy,"Bening, cerah, ga pecah. Recommend buat yg lagi bingung milih apk buat scan. Udh coba yg lain tapi dari segi kualitas, terus iya gratis, fi beberapa apk lain yg bikin bening bagus harus berbayar. Di sini enggak. Nice buktikan sendiri.",5,2020,9,17
Brahmantya Pratama,"Satu2 nya kegunaan scanner malah di kasih water mark dan harus vip, well ga bsa di kirim file gambar secara langsung, setelah di bagikan download pun hanya berupa link yg nantinya diteruskan kembali ke cam scanner..",1,2020,9,16
Ich Ca,"camscanner ini bagus bgt, aku suka banget, sangat mebantu aku dalam mengirim tugas, apa lagi saat daring gini, jadi gk perlu satu satu kirim foto, tinggal kirim file sekali aja udah selesai. camscanner ini juga sangat mudah digunakan gak membingungkan sama sekali, untuk ukurannya itu gk terlalu besar juga. aku itu udah berkali kali download apk yang bisa merubah foto ke pdf tapi aku gk bisa pake, membingungkan bgt, Tapi setelah aku download canscanner ini aku langsung suka karena mudah bgt 😁😁.",5,2020,9,15
Benedictus Herdyawan Purba,"Setelah aku update ke yang terbaru malah ga bisa langsung ngirim ke google classroom. Harus di upload ke google drive dulu. Waktu jadi habis banyak banget. Padahal tenggat waktu yang diberi guru di google classroom gak selalu banyak. Watermark juga gak bisa di hapus dengan cara nonton iklan video lagi. Nyesel banget update aplikasinya :""(",1,2020,9,14
Mafida Dian,"Berguna dan efektif untuk scan, soalnya dia juga bisa membuat berkas lurus, simetris, dan kertasnya tidak terlihat lusut.",5,2020,9,10
nadin el,Cam scanner ini emang bagus banget untuk dibuat PDF dan ini bisa dibuat pdf-nya banyak dan nggak harus bayar dan coba juga untuk gratis buat pdf-nya juga mudah banget jadi buat kalian yang belum download download aja sekarang karena pdf-nya bisa dibuat mudah bisa dibuat banyak dan gak ribet,5,2020,9,8
Kristanti Yk,Saya download ini karena pelajaran dan juga aplikasi ini sangat bagus bisa di potong sesuai ukuran dan juga bisa diatur grafiknya. Dan ini lebih bagus dari pada aplikasi foto biasa. Terimakasih,5,2020,9,7
Rani Berliana,Bagus banget sangat membantu dalam membuat pdf untuk tugas sekolah terus kalo pake efek warna ajaib buat tulisan kita jadi mudah di baca dan terang.. Asli bagus banget ini apk nya.. Kalian mesti download,5,2020,9,7
Andira Dwi Putri,"Bagus dan mudah dalam penggunaannya..tetapi kenapa ya setelah saya pakai dan saya pindah datanya memori saya jadi berkurang banyak..sekitar 2-3gb..sampai hampir semua video, foto dan aplikasi yang sebelumnya saya pakai jadi saya hapus...",4,2020,9,3
Gramopi,"Aplikasinya berhasil bantu saya kalo lagi males buka alat scanner. Hasilnya pun cukup memuaskan, ngga kalah sama alat scan. Untuk watermark, nggakmasalah. Soalnya saya pasang yang free jadi ngga bakal ilang watermarknya.",5,2020,9,2
Wahyuni Herlina,"Bagusssssssssssssssss banget deh pokoknya ,bisa scanner tanpa harus ke foto copy , setidaknya hemat 2000 atau 3000 an lah ,makasih ya ,semoga lebih maju dan lebih canggih dari yang sebelumnya ,thanks ya kak",5,2020,9,1
Suyamti 999,Apk nya bagus banget lebih ditingkatin lagi ya apk nya menurutku ini apk bagus banget buat yang mau buat pdf ini bener bener simple banget dan nggak ribet tinggal difoto jadi deh nggak usah repot repot pokoknya yang nggak download apk ini pasti nyesel deh soalnya apk ini bagus,5,2020,9,1
Budi Purwanto,Saya suka... Tapi fitur penyortiran manual yg baru saya tidak suka lebih lambat dan menghambat kecepatan kerja saya.... Saya lebih suka yg penyortiran yang lama... Pemotongan otomatis sudah lebih baik dan saya suka apa lagi ada efek no shadow itu sangat membantu hanya fitur penyotiran manual saja yang saya tidak suka karena lebih lambat dr sebelumnya...,5,2020,8,28
Susila Rahman,"Alhamdulillah aplikasi ini sangat membantu pada saat daftar CPNS 2018 lalu.. 👍👍 Mudah sekali menggunakannya apalagi untuk menscan berkas² penting, cekret udah jadi..😊 thanks camscaner",5,2020,8,25
G Arlangga,"Sangat membantu dalam hal hal terkait dokumentasi, dari berbagai format, Berharap ada peningkatan pilihan output tampilannya. Terima kasih dan sukses selalu.",5,2020,8,24
Teguh Al Mukholis,"Keren sekali mudah di gunakan dan ngga ribet, cara install aplikasi juga mudah. Updatenya sangat keren.",5,2020,8,24
Wahdany Camellia,Berguna bgt buat scan tugas kuliah tanpa harus ke foto copyan! Apa lagi sekarang saya sedang ujian online dan tulisan tangan harus di foto atau di scan.. Dan berlangganan premiumnya pun menurut saya masih bisa dijangkau kantong mahasiswa tidak kemahalan!,5,2020,8,23
Sufi Madiun,"Jadilah aplikasi yang kedepaannya tidak ada berlangganan"" atau bayar dulu yaaaaa:) cuma ini satu""nya aplikasi yanh bisa buat pdf cepet dan nggak bayarr:))) semoga kedepannya nggak seperti wps:) permudahkanlah kami para siswa buat ngerjain tugas:)",5,2020,8,12
Ririn setyawati,"Kenapa sih harus muncul tanda cam scanner nya di gambar yang udah di scan kalo di simpan ke galeri, padahal awalnya gak begitu. Nyari nyari di pengaturan tapi nggak ada Jadi sori aku kasih bintang 3",3,2020,8,12
Ian Sitanala,"Aplikasi scanner yang sangat baik, sangat membantu dengan hasil yang luar biasa. Untuk yang tidak sempat menggunakan mesin scanner, CamScanner sudah sangat mempermudah pekerjaan kantor anda. Mantap",5,2020,8,10
Gusti Marda Lena,"Assalamualaikum .... Nama saya ranti aulia, saya memang belum pernah menggunakan aplikasi ini , tapi saya yakin karena banyak teman ,guru 2 yg mengatakan kepada saya , bahwa aplikasi ini sangat bagus untuk mengirimkan lampiran tugas dan lampiran 2 yg lainnya . Semoga bermanfaat bagi yg lainnya ☺️😊😉🙂 Assalamualaikum...",5,2020,8,7
Sheryl Tjiong,"Aplikasi ini memang bagus digunakan untuk mengubah file ke pdf, tapi masalahnya waktu aku pakai aku coba menggunakan versi trial agar tidak ada water mark nya, setelah selesai pakai pun langsung kuhapus. Tapi tiba2 beberapa bulan pulsa aku kepotong buat bayar biaya langganan. Padahal byk aplikasi yg aku pake versi trialnya tapi pas di hapus ga bakal nagih biaya langganan.. Mknya aku disini kasi bintang 1, dan ini pendapat aku pribadi..",1,2020,7,30
Zahara Nur'Ain Fathin Bahiyati,"Saya sangat kecewa padahal kmrin tidak berlangganan ntah dari aplikasinya atau bagaimana saya ditawarkan trial dan saya tolak krn memang tidak bisa...saldo saya langsung terkuras :"") tolong developer apakah saldo yg sudah diambil bisa dikembalikan? Saya kecewa sekali :"")",1,2020,7,25
KP- Ita Anjani,"mudah digunakan, fiturnya banyak, simpel, pokona aplikasinya ini bagus aww cuma kadang akhlaku aja yang ga bagus xixixi makasih udah nemenin selama skripsi, ak ga tau kalau disepanjang skripsiku gada km😭 km baik bgt slalu bantu ak",5,2020,7,21
AHADI HARTARTO,"Mantul dahh bisa langsung scan banyak file, waktu nya singkat dan cepet . Jadi gak repot gampang banget di gunain nya juga. Rekomen bgt dahh",5,2020,7,16
MAS TOFIX,"Sangat membantu saya dalam menyimpan, mengelola dokumen saya, kirim file secara mendadak, sekarang rasanya ga perlu ke rental komputer sekedar buat scan..makasih banyak camscanner. Best app..",5,2020,7,9
Dewi Sabda,"Dengan aplikasi ini kami jadi bisa menyimpan dokumen dokumen penting kami dengan aman,tersimpan dengan rapi,dan tidak membutuhkan tempat khusus.Dokumen penting jg bisa dibawa kemana mana tanpa kita lupa.saat dibutuhkan dimanapun kita tinggal buka",5,2020,7,6
Eva Lusiana,"Seneng banget, jadi ngga susah'' ke foto copy buat scan. Saya juga ngga punya mesin scaner, jadi apiliasi ini membantu banget. Terus bisa baca semua dokumen. Asli seneng banget dong, dan hamat waktu juga. Puas pokok nya pake aplikasi ini. Gua sanagt menyarankan buat coba pake aplikasi ini",5,2020,6,23
Baihaqi Project (BAIPRO),"Kalo buat webtoon Gatori Buaya Atomic, ngga perlu susah nggambar di hp, tinggal gambar di kertas dulu, baru pindahin deh, @njir baru tau apps ini, kalo dulu udah tau, ngga cape cape gambar lagi bjirr. Thanks for this app",5,2020,6,19
Gracia Evellyn,"Hii!Nama Aku Gracia aku baru mau masuk SMP yrus aku disuruh sm guru untuk mendownload aplikasi ini jadi sya download tapi sya sempet nngis gara gara ga bisa ke uinstal karna hp sya yg udh jelek ,lemot dan penyimpanannya penuh tapi akhirnya bisa juga Sya kasih Rating 3 dulu yah karna ini baru download😁",3,2020,6,14
Regita Santi,Sangat membantu menurut saya camscanner ini mempunyai fitur yang lengkap bahkan didukung kualitas tinggi apda hasilnya.,5,2020,6,12
Bigges Wisher,"Tidak bisa untuk mencoba uji coba gratis dan justru mengambil uang saya. Ketika digunakan untuk file yang besar tidak bisa berbeda dengan apk sebelah yang lebih baik dan nyaman. Bukan membandingkan, tapi memang ada keluhan-keluhan yang digunakan saat menggunakan aplikasi ini.",3,2020,6,11
Abd Rosyid,"Sudah oke ini adl app yg bagus, cma sayang 1 mau nambah folder saja harus langganan dlu, saran saja kl bisa jgn di paksa untk berlangganan, pakai Iklan saja belinya kl setiap mau nambah folder. Kl nnt sdh oke aq tambah jd 5 bintang",3,2020,6,11
Syahrul Husaini,Sangat membantu untuk membuat dokumen sesuai yang di ingin kan untuk mengurus scan data melamar pekerja dll nya . Pertahankan app nya untuk tetep selalu yang terbaik dan selalu terdepan . Jangan lupa download juga yang belum mendownload app ini yaa gaes . Mantul pokoke,5,2020,6,9
Davina Virgita,Aku kasih bintang 5 karena aplikasi nya bagus banget...buat mahasiswa apalagi... jangan diragukan deh pokoknya Terus tahun ini kan adik aku masuk SD...nah untuk bikin PDF/JPG bisa langsung cepet deh... Maaaacihh aplikasi ini,5,2020,6,9
Nova Nur Afnita,Mantap bangettt udah pake scanner atau fotocopy asli.. bisa langsung jadi pdf pula dan langsung jadi pdf puas banget... kereeennnn.... cuman kalau bukan premium ada watermark nya di pdf,5,2020,6,8
Novita Aji Rahayu,"Satu satunya aplikasi yg sering banget gua instal dan gua uninstal, ini aplikasi wajib buat para mahasiswa, dibutuhin banget pokoknya tp sering gua uninstal karna ruang penyimpanan gua yg minim hehe Pokoknya gua recoment banget deh kudu ada aplikasi ini di hp kalian 👍👍",5,2020,6,5
Abyadh Nuruttimami Fahmi Ridho,Thanks cam scanner ssangat membantu walaupun saya pake hp kentang hasilnya tetep bagus. Semoga lebih bagus lagi fitur-fitur tambahannya. Dan mohon hasil dari scan bisa lebih dipeekecil lagi.. thanksss,5,2020,6,3
Risma Yanti,"Aplikasi ini sangat membantu saya yang pekerjaan freelance nya sebagai pembuat jasa CV. Apalagi jika di kantor scanner nya sedang rusak atau error, tinggal buka hp dan langsung buka camscanner semua kerjaan cepet beres. Kekurangan nya rada pegel harus foto dokumen satu persatu untuk scan.",5,2020,6,2
Igb Priharto,"Sangat membantu dalam saya menyelesaikan pekerjaan, mempermudah dalam proses pembuatan file, dan sekaligus merubah dari word dan exle ke PDF.",5,2020,6,2
Ria Ramadani Wansyaputri,"Buat klian yg jadi mahasiswa, wajib banget punya aplikasi ini. Dengan adanya aplikasi ini, kita gak bakal susah payah keluar rumah untuk scan berkas. Dan ini sngt membantu bagi kita yg gak punya printer untuk scan 😘",5,2020,5,31
Ervinna Panjaitan,"Dear Sebelumnya saya mengucapkan trimakasih dengan adanya aplikasi ini,awalnya saya mau nyoba nyoba download,trus sy lihat ada tulisan gratis selama 3hari dan selanjutnya langganan premium.langganan prrmium bisa dibatalkan sebelum habis masa 3hari gratis. Dan saya dari tadi malam mau coba batalkan berlangganan akan tetapi tidak bisa.mohon bantuannya untuk berhenti berlangganan sebelum pulsa saya dipotong nanti.trimakasih",3,2020,5,30
Kiki Kurniawan,"Apliaksi scanner paling oke😍😍. Mudah diigunakan, hasilnya tidak beda jauh sama mesin scan.",5,2020,5,29
Narmih Asyita,"Sangat membantu untuk yang tidak punya mesin scan, menghemat biaya scan di fotocopy yang lumayan mahal. Tolong tambahkan lagi kualitas hasil scan walaupun kameranya kualitasnya kurang baik. Thank CamScanner 🙏🙏🙏",5,2020,5,29
Sri Palupi,Aplikasi ini sangat bermanfaat banget buat saya sebagai siswa smp yang mau daftar sma karena bisa mengirim data diri dengan format pdf jadi sangat memudahkan untuk pengiriman data dan tidak perlu pergi ke sekolah (Covid-19),5,2020,5,22
Asep Muammar,"Cara Menggunakannya Gak Ribet, Dan Sangat Mudah.. Prosesnya Juga Cepat.. Berhubung Wabah Covid-19 Masih Belum Membaik.. Jadi Aplikasi Ini Sangat Membantu Untuk Mengirim Tugas Via PDF.. Terimakasih Cam Scanner",5,2020,5,20
Ade Riyani,"aplikasi yang berguna banget, jadi ga perlu repot² keluar rumah nyari mesin scan udah bisa scan sendiri dirumah mudah dan hemat",5,2020,5,19
Darius Notanoeboen,Aplikasi ini sangat membantu untuk convert format scan pdf ke word. Hasil capture kata dan kalimat sangat jelas dan baik. Good...!!! 😎👍👍,5,2020,5,19
Inas KF,Udah pake ini sejak sbmptn taun lalu untuk scanning gambar portofolio buat daftar dkv. Sampai sekarang masih oke banget buat tugas kuliah. Sumpah TOP banget 😁😁,5,2020,5,18
Cindy Purnamasari,"Bagus banget buat foto dan nyimpan dokumen"" penting, juga buat share :') Fiturnya lengkap dan keren. Recommended banget dech pokoknya. Met download yaa.. Thanks a lot C.S! :D",5,2020,5,17
Ernawati Ernawati,"Aplikasi scan terbaik yang pernah saya pakai. Hanya fitur crop saja yang perlu sedikit diperbaiki, karena terkadang tidak pas, jadi harus crop manual",5,2020,5,16
David oo,"membantu banget dalam mengirim tugas,pokoknya kau suka banget apk ini jadi aku kasih rate 5, buat kalian yang masih ragu sama apk ini coba aja instal sendiri pasti kalian suka kayak akuuu makasih min",5,2020,5,15
Jayanti Puspitasari,"aku kasih bintang 3 karna pas malem bisa di pake ko waktu pagi-paginya gabisa dibuka malah blank item, tolong dong perbaiki lagi. Padahl aplikasinya bagus banget aku suka awalnya ehh ko endingnya gitu. Tolong yahh jadinya uninstal deh terus di instal balik.",3,2020,5,13
Roby Kurniawan,"bagus banget, hasil scan cukup memuaskan. bila mau hasil nya optimal, diusahakan lurus saat foto dokumen nya",5,2020,5,8
Ike Vian Sasmitaningtyas,Mudah digunakan Kekurangannya adalah saat membuat pdf dari gambar di file tidak bisa diurutkan secara manual. Jadi amburadul. Tapi kalau mau urut bisa dengan mode batch,4,2020,5,6
Ovo Juganeh,"Saya sudah menggunakannya 2 tahun. Buat simpan file customer. Malah saya punya account 4, karena ke 3 account saya sudah full. Itu cara saya supaya bisa menggunakan aplikasi ini secara gratis. Harus selalu di sinkronisasi datatanya supaya tdk hilang. Jadi jika sewaktu-waktu mau lihat berkasnya, masih tersimpan.",5,2020,5,5
Hartoyo,"Kelihatan:Lebih mempermudah dan hasil nya bagus. TDK perlu scan ke tukang photo copy, tp sayang belum bisa diunduh di hp ku.🙄",5,2020,5,4
Khaerun Nisa,Sekalinya anda langganan premium maka selamanya ada tagihan krn saya sudah coba batalkan tapi tidak pernah muncul di google play subcription/ kelola langganan. Aneh bukan? Jadi jangan mencoba utk akun premium.,1,2020,5,2
Calvin Wongso,Sangat Memudahkan dalam men-scan dokumen penting dan foto-foto. Semoga dapat dipertahankan dan ditingkatkan lagi kualitasnya,5,2020,5,2
Pengguna Google,Membantu sy untuk diterima di salah satu perguruan tinggi untuk berkas²nya udah 3 th pake ini buat kuliah dan scanning berkas jadi lebih instant. Hasilnya keluar dengan berbagai format,5,2020,4,23
Pengguna Google,Aplikasinya bagus dan sangat membantu. Bisa scan file dgn jelas. Cuma untuk mengubah gambar ke tulisan masih banyak kata2 yg salah. Tapi selebihnya oke kok.,4,2020,4,23
Pengguna Google,"Sya beri bintang 5 karena sya menghargai orang yang membuat CS. ide yang bagus patut untuk didukung. Jangan asal beri bintang 1 karena km tidak tahu bagimana perjuangannya untuk bisa membuat sebuah APK. km ngeluh karen troble dll sebagainya, budidayakan berfikir positif mungkin yang buat APK itu baru kemarin. 😊😇",5,2020,4,19
Pengguna Google,Aplikasinya sangat membantu banget apalagi untuk foto tugas atau yg lainnya bisa dobaca dengan jelas...pokoknya keren banget,5,2020,4,18
Pengguna Google,"Keren sii appsnya Kirain tadi bisa simpen ttd, udah susah2 nempatin posisi dan pas selesai dah mau saving ternyata suruh bayar alias upgrade premium. Hiyaaaa jebakan Batman 😂😂",4,2020,4,15
Pengguna Google,"Bermanfaat untuk saya seorang pelajar yang membutuhkan scanner dokumen dengan akses cepat, tetapi masih banyak fitur yang hanya dapat diakses premium dan bah seorang pelajar seperti saya, hal tersebut sangat memberatkan",4,2020,4,11
Pengguna Google,"Terimakasih untuk aplikasi ini sudah membantu saya dalam kuliah online ,yang mana dosen meminta untuk mengirimkan hasil tugas mahasiswa nya dalam bentuk pdf kemudian saya menemukan aplikasi ini dan ternyata sangat mudah digunakan dan terimakasih .saya harap untuk pengembangan semua fiturnya bisa digunakan",3,2020,4,10
Pengguna Google,Apk yg sangat baik. Dalam segi pemroresan gak butuh waktu yg lama. Dan dalam segi kualitasnya sangat baik. Terima kasih buat pengembang apk ini. Sangat terbantu dengan apk ini,5,2020,4,9
Pengguna Google,"Agar terus meLakukan Up date data dan aplikasi agar sinyal tidak tersendat sendat, komunikasi dapat berjalan aman dan lancar, mantap kerren!!!",5,2020,4,9
Pengguna Google,"Luarbiasa! Sangat membantu. Fitur yang baik dan medukung membuat pekerjaan semakin dipermudah. Terima kasih, CamScanner!",5,2020,4,8
Pengguna Google,Aplikasi ini sangat membantu terutama saya sebagai pelajar.Hal ini karena tugas saya bisa mudah untuk dibuat pdf dan dikirim lewat email tapi sayangnya banyak iklan dan beberapa fitur harus membayar,3,2020,4,8
Pengguna Google,"Terimakasih untuk developer yang membuat aplikasi Cam Scanner ini. Aplikasi yang sangat memudahkan saya untuk melakukan scan dokumen-dokumen kantor dengan cepat, mudah dan hasil yang bagus. Cuma kalau bisa free trial akun premiumnya ditambah jadi satu bulan. 😀",5,2020,4,7
Pengguna Google,Aplikasiiiiiinyaaa bagusss bangettt... Pokoknya kalian wajib cobaaa!! Aplikasi ini sangat membantu di bandingkan aplikasi scanner lain.. Gratis pula. Pokoknya kalian harus coba,5,2020,4,5
Pengguna Google,"Appnya bagus banget, pas banget buat ngefoto tugas atau dokumen lainnya terus keliatan lebih jelas dan rapih.",5,2020,4,3
Pengguna Google,"Mudah dikendalikan, kemas dapat dipergunakan dalam keadaan dimana saja, kapan saja dan tanpa harus menunggu lama, prosesnya sangat cepat hanya hitungan menit program ini dapat bekerja sangat pandai tertata dengan rapih dan mengerti keinginan kemajuan perkembangan zaman, Agar kedepannya dapat di akses oleh para penggemar dan pencinta pekerja dibidang jasa maka sudah saatnya progemmer dapat dikembangkan atau di upgrade lagi agar lebih baik dan maju, untuk hal ini kami mengucapkan berterima kasih.",5,2020,4,1
Pengguna Google,"Saya tidak bisa menggunakan aplikasi ini, setelah saya lihat saya belum mendownload nya dan ternyata memori internal anda habis, kinerja telefon merosot aplikasi ini sangat bagus👍",5,2020,4,1
Pengguna Google,Gratis trus itu Praktis banget jadi ga perlu lagi ke fotocopy an 💗 yang pasti efisien hemat waktu hemat uang juga! Thank you !!,5,2020,3,31
Pengguna Google,Wow Really Really Amazing.. Terimakasih dengan aplikasi CamScanner ini saya mudah menscan semua data-data dan dokumen penting saya di hp tidak perlu ke tempat fotocopy lagi. Menurut saya ini Aplikasi yang begitu luar biasa dengan kualitas gambar yg sangat sangat bagus 👍😎👏😍,5,2020,3,27
Pengguna Google,"Sangat berguna. Apalagi Bagi saya yang berada di bangku perkuliahan untuk melakukan scanning manual dan secepatnya. Tanpa harus menunggu orang lain, menggunakan alat berat dan menggunakan fitur tambahan lainnya. Cukup ini aja ,sudah sangat membantu. Mengubah file yang kita ingin ke dapat dalam beberapa bentuk adalah nilai tambah aplikasi ini.",5,2020,3,24
Pengguna Google,Aplikasi ini benar2 memudahkan saya dalam mengambil gambar dlm bentuk seperti layaknya meng-scan menggunakan mesin.. dan hasilnya pun bagus. Sistem penggunaanya cukup bagus dan profesional,5,2020,3,17
Pengguna Google,Teruntuk kamu yang membuat aplikasi ini .. saya telah menggunakannya saya sangat terbantu dengan adanya aplikasi ini .. selain mengurangi biaya jga sangat membantu pokoknya utk saya yang sedang mengurus proses data kuliah 🙏🙏🙏,5,2020,3,3
Pengguna Google,Sangat membantu untuk memperjelas tulisan yg kurang jelas.. Terimakasih camscanner semoga ada fitur tambahan untuk kedepanya..,5,2020,3,2
Pengguna Google,"Terimakasih banyak CS Cam Scanner karena aplikasi ini sangat membantu sekali, saya dan kawan2 dapat scan dokumen dengan cepat dan dapat lolos akreditasi..",5,2020,3,1
Pengguna Google,"Gua udah lihat komentar2nya. Gua rasa, gua aman2 aja. Aplikasi tidak berbayar ko, FREE. Untuk tmpt penyimpanan jga gua aman2 aja. Bisa gua cek, gua kirim, dan gua hapus jga.",5,2020,2,27
Pengguna Google,"Tak masuk akal aplikasi ini, padahal saya sudah hapus apk ini dari hp semenjak terpotong pulsa secara otomatis tanpa ada konfirmasi sama sekali dan aplikasi sudah terhapus pun pulsa masih tetap terpotong, 65 ribu melayang buat secara cuma-cuma, untuk pihak berwenang saya minta klarifikasi tentang masalah ini sebelum ada tindak lanjut,.. terimakasih banyak 🙏",1,2020,2,20
Pengguna Google,Sangat membantu scan dokumen bisa kapan aja dimana aja lsg trf ke pdf file. Kerjaan jd cepet efektif n efisien. Terima kasih cam scanner!,5,2020,2,17
Pengguna Google,Keren.. Memudahkan pekerjaan.. Efisien dan efektif.. Gak perlu dtg lg ke fotocopy utk mengcopy dan men scan.. 😊😊👍👍👍👍👍,5,2020,2,5
Pengguna Google,"Aplikasi ini secara otomatis mengambil uang tanpa konfirmasi berlangganan secara premium. Uang saya hilang 65ribu (biaya langganan 58ribuan+ 10% pajak + 2%servis). Uji coba gratis saya berakhir 13 Jan 2020, sesuai syarat dan ketentuan, mereka akan memotong pulsa secara otomatis jika masa uji coba gratis selesai kecuali jika kita batal berlangganan. Pada 13 jan, saya tidak ada pulsa jadi app ini tdk bisa mengambil pulsa saya. Tapi diam2, tgl 24 Jan, tanpa menanyakan ulang, pulsa sy lgsg diambil.",1,2020,1,27
